landmark_path,file_id,participant,phrase
IMG-250627-00063.npy,IMG-250627-00063,univali_dataset,A
IMG-250627-00064.npy,IMG-250627-00064,univali_dataset,A
IMG-250627-00065.npy,IMG-250627-00065,univali_dataset,A
IMG-250627-00066.npy,IMG-250627-00066,univali_dataset,A
IMG-250627-00067.npy,IMG-250627-00067,univali_dataset,A
IMG-250627-00068.npy,IMG-250627-00068,univali_dataset,A
IMG-250627-00069.npy,IMG-250627-00069,univali_dataset,A
IMG-250627-00070.npy,IMG-250627-00070,univali_dataset,A
IMG-250627-00071.npy,IMG-250627-00071,univali_dataset,A
IMG-250627-00072.npy,IMG-250627-00072,univali_dataset,A
IMG-250627-00073.npy,IMG-250627-00073,univali_dataset,A
IMG-250627-00074.npy,IMG-250627-00074,univali_dataset,A
IMG-250627-00075.npy,IMG-250627-00075,univali_dataset,A
IMG-250627-00076.npy,IMG-250627-00076,univali_dataset,A
IMG-250627-00077.npy,IMG-250627-00077,univali_dataset,A
IMG-250627-00078.npy,IMG-250627-00078,univali_dataset,A
IMG-250627-00079.npy,IMG-250627-00079,univali_dataset,A
IMG-250627-00080.npy,IMG-250627-00080,univali_dataset,A
IMG-250627-00081.npy,IMG-250627-00081,univali_dataset,A
IMG-250627-00082.npy,IMG-250627-00082,univali_dataset,A
IMG-250627-00083.npy,IMG-250627-00083,univali_dataset,A
IMG-250627-00084.npy,IMG-250627-00084,univali_dataset,A
IMG-250627-00085.npy,IMG-250627-00085,univali_dataset,A
IMG-250627-00086.npy,IMG-250627-00086,univali_dataset,A
IMG-250627-00087.npy,IMG-250627-00087,univali_dataset,A
IMG-250627-00088.npy,IMG-250627-00088,univali_dataset,A
IMG-250627-00089.npy,IMG-250627-00089,univali_dataset,A
IMG-250627-00090.npy,IMG-250627-00090,univali_dataset,A
IMG-250627-00091.npy,IMG-250627-00091,univali_dataset,A
IMG-250627-00092.npy,IMG-250627-00092,univali_dataset,A
IMG-250627-00093.npy,IMG-250627-00093,univali_dataset,A
IMG-250627-00094.npy,IMG-250627-00094,univali_dataset,A
IMG-250627-00095.npy,IMG-250627-00095,univali_dataset,A
IMG-250627-00096.npy,IMG-250627-00096,univali_dataset,A
IMG-250627-00097.npy,IMG-250627-00097,univali_dataset,A
IMG-250627-00098.npy,IMG-250627-00098,univali_dataset,A
IMG-250627-00099.npy,IMG-250627-00099,univali_dataset,A
IMG-250627-00100.npy,IMG-250627-00100,univali_dataset,A
IMG-250627-00101.npy,IMG-250627-00101,univali_dataset,A
IMG-250627-00102.npy,IMG-250627-00102,univali_dataset,A
IMG-250627-00103.npy,IMG-250627-00103,univali_dataset,A
IMG-250627-00104.npy,IMG-250627-00104,univali_dataset,A
IMG-250627-00105.npy,IMG-250627-00105,univali_dataset,A
IMG-250627-00106.npy,IMG-250627-00106,univali_dataset,A
IMG-250627-00107.npy,IMG-250627-00107,univali_dataset,A
IMG-250627-00108.npy,IMG-250627-00108,univali_dataset,A
IMG-250627-00109.npy,IMG-250627-00109,univali_dataset,A
IMG-250627-00110.npy,IMG-250627-00110,univali_dataset,A
IMG-250627-00111.npy,IMG-250627-00111,univali_dataset,A
IMG-250627-00112.npy,IMG-250627-00112,univali_dataset,A
IMG-250627-00113.npy,IMG-250627-00113,univali_dataset,A
IMG-250627-00114.npy,IMG-250627-00114,univali_dataset,A
IMG-250627-00115.npy,IMG-250627-00115,univali_dataset,A
IMG-250627-00116.npy,IMG-250627-00116,univali_dataset,A
IMG-250627-00117.npy,IMG-250627-00117,univali_dataset,A
IMG-250627-00118.npy,IMG-250627-00118,univali_dataset,A
IMG-250627-00119.npy,IMG-250627-00119,univali_dataset,A
IMG-250627-00120.npy,IMG-250627-00120,univali_dataset,A
IMG-250627-00121.npy,IMG-250627-00121,univali_dataset,A
IMG-250627-00122.npy,IMG-250627-00122,univali_dataset,A
IMG-250627-00123.npy,IMG-250627-00123,univali_dataset,A
IMG-250627-00124.npy,IMG-250627-00124,univali_dataset,A
IMG-250627-00125.npy,IMG-250627-00125,univali_dataset,A
IMG-250627-00126.npy,IMG-250627-00126,univali_dataset,A
IMG-250627-00127.npy,IMG-250627-00127,univali_dataset,A
IMG-250627-00128.npy,IMG-250627-00128,univali_dataset,A
IMG-250627-00129.npy,IMG-250627-00129,univali_dataset,A
IMG-250627-00130.npy,IMG-250627-00130,univali_dataset,A
IMG-250627-00131.npy,IMG-250627-00131,univali_dataset,A
IMG-250627-00132.npy,IMG-250627-00132,univali_dataset,A
IMG-250627-00133.npy,IMG-250627-00133,univali_dataset,A
IMG-250627-00134.npy,IMG-250627-00134,univali_dataset,A
IMG-250627-00135.npy,IMG-250627-00135,univali_dataset,A
IMG-250627-00136.npy,IMG-250627-00136,univali_dataset,A
IMG-250627-00137.npy,IMG-250627-00137,univali_dataset,A
IMG-250627-00138.npy,IMG-250627-00138,univali_dataset,A
IMG-250627-00139.npy,IMG-250627-00139,univali_dataset,A
IMG-250627-00140.npy,IMG-250627-00140,univali_dataset,A
IMG-250627-00141.npy,IMG-250627-00141,univali_dataset,A
IMG-250627-00142.npy,IMG-250627-00142,univali_dataset,A
IMG-250627-00143.npy,IMG-250627-00143,univali_dataset,A
IMG-250627-00144.npy,IMG-250627-00144,univali_dataset,A
IMG-250627-00145.npy,IMG-250627-00145,univali_dataset,A
IMG-250627-00146.npy,IMG-250627-00146,univali_dataset,A
IMG-250627-00147.npy,IMG-250627-00147,univali_dataset,A
IMG-250627-00148.npy,IMG-250627-00148,univali_dataset,A
IMG-250627-00149.npy,IMG-250627-00149,univali_dataset,A
IMG-250627-00150.npy,IMG-250627-00150,univali_dataset,A
IMG-250627-00151.npy,IMG-250627-00151,univali_dataset,A
IMG-250627-00152.npy,IMG-250627-00152,univali_dataset,A
IMG-250627-00153.npy,IMG-250627-00153,univali_dataset,A
IMG-250627-00154.npy,IMG-250627-00154,univali_dataset,A
IMG-250627-00155.npy,IMG-250627-00155,univali_dataset,A
IMG-250627-00156.npy,IMG-250627-00156,univali_dataset,A
IMG-250627-00157.npy,IMG-250627-00157,univali_dataset,A
IMG-250627-00158.npy,IMG-250627-00158,univali_dataset,A
IMG-250627-00159.npy,IMG-250627-00159,univali_dataset,A
IMG-250627-00160.npy,IMG-250627-00160,univali_dataset,A
IMG-250627-00161.npy,IMG-250627-00161,univali_dataset,A
IMG-250627-00162.npy,IMG-250627-00162,univali_dataset,A
IMG-250627-00163.npy,IMG-250627-00163,univali_dataset,A
IMG-250627-00164.npy,IMG-250627-00164,univali_dataset,A
IMG-250627-00165.npy,IMG-250627-00165,univali_dataset,A
IMG-250627-00166.npy,IMG-250627-00166,univali_dataset,A
IMG-250627-00167.npy,IMG-250627-00167,univali_dataset,A
IMG-250627-00168.npy,IMG-250627-00168,univali_dataset,A
IMG-250627-00169.npy,IMG-250627-00169,univali_dataset,A
IMG-250627-00170.npy,IMG-250627-00170,univali_dataset,A
IMG-250627-00171.npy,IMG-250627-00171,univali_dataset,A
IMG-250627-00172.npy,IMG-250627-00172,univali_dataset,A
IMG-250627-00173.npy,IMG-250627-00173,univali_dataset,A
IMG-250627-00174.npy,IMG-250627-00174,univali_dataset,A
IMG-250627-00175.npy,IMG-250627-00175,univali_dataset,A
IMG-250627-00176.npy,IMG-250627-00176,univali_dataset,A
IMG-250627-00177.npy,IMG-250627-00177,univali_dataset,A
IMG-250627-00178.npy,IMG-250627-00178,univali_dataset,A
IMG-250627-00179.npy,IMG-250627-00179,univali_dataset,A
IMG-250627-00180.npy,IMG-250627-00180,univali_dataset,A
IMG-250627-00181.npy,IMG-250627-00181,univali_dataset,A
IMG-250627-00182.npy,IMG-250627-00182,univali_dataset,A
IMG-250627-00183.npy,IMG-250627-00183,univali_dataset,A
IMG-250627-00184.npy,IMG-250627-00184,univali_dataset,A
IMG-250627-00185.npy,IMG-250627-00185,univali_dataset,A
IMG-250627-00186.npy,IMG-250627-00186,univali_dataset,A
IMG-250627-00187.npy,IMG-250627-00187,univali_dataset,A
IMG-250627-00188.npy,IMG-250627-00188,univali_dataset,A
IMG-250627-00189.npy,IMG-250627-00189,univali_dataset,A
IMG-250627-00190.npy,IMG-250627-00190,univali_dataset,A
IMG-250627-00191.npy,IMG-250627-00191,univali_dataset,A
IMG-250627-00192.npy,IMG-250627-00192,univali_dataset,A
IMG-250627-00193.npy,IMG-250627-00193,univali_dataset,A
IMG-250627-00194.npy,IMG-250627-00194,univali_dataset,A
IMG-250627-00195.npy,IMG-250627-00195,univali_dataset,A
IMG-250627-00196.npy,IMG-250627-00196,univali_dataset,A
IMG-250627-00197.npy,IMG-250627-00197,univali_dataset,A
IMG-250627-00198.npy,IMG-250627-00198,univali_dataset,A
IMG-250627-00199.npy,IMG-250627-00199,univali_dataset,A
IMG-250627-00200.npy,IMG-250627-00200,univali_dataset,A
IMG-250627-00201.npy,IMG-250627-00201,univali_dataset,A
IMG-250627-00202.npy,IMG-250627-00202,univali_dataset,A
IMG-250627-00203.npy,IMG-250627-00203,univali_dataset,A
IMG-250627-00204.npy,IMG-250627-00204,univali_dataset,A
IMG-250627-00205.npy,IMG-250627-00205,univali_dataset,A
IMG-250627-00206.npy,IMG-250627-00206,univali_dataset,A
IMG-250627-00207.npy,IMG-250627-00207,univali_dataset,A
IMG-250627-00208.npy,IMG-250627-00208,univali_dataset,A
IMG-250627-00209.npy,IMG-250627-00209,univali_dataset,A
IMG-250627-00210.npy,IMG-250627-00210,univali_dataset,A
IMG-250627-00211.npy,IMG-250627-00211,univali_dataset,A
IMG-250627-00212.npy,IMG-250627-00212,univali_dataset,A
IMG-250627-00213.npy,IMG-250627-00213,univali_dataset,A
IMG-250627-00214.npy,IMG-250627-00214,univali_dataset,A
IMG-250627-00215.npy,IMG-250627-00215,univali_dataset,A
IMG-250627-00216.npy,IMG-250627-00216,univali_dataset,A
IMG-250627-00217.npy,IMG-250627-00217,univali_dataset,A
IMG-250627-00218.npy,IMG-250627-00218,univali_dataset,A
IMG-250627-00219.npy,IMG-250627-00219,univali_dataset,A
IMG-250627-00220.npy,IMG-250627-00220,univali_dataset,A
IMG-250627-00221.npy,IMG-250627-00221,univali_dataset,A
IMG-250627-00222.npy,IMG-250627-00222,univali_dataset,A
IMG-250627-00223.npy,IMG-250627-00223,univali_dataset,A
IMG-250627-00224.npy,IMG-250627-00224,univali_dataset,A
IMG-250627-00225.npy,IMG-250627-00225,univali_dataset,A
IMG-250627-00226.npy,IMG-250627-00226,univali_dataset,A
IMG-250627-00227.npy,IMG-250627-00227,univali_dataset,A
IMG-250627-00228.npy,IMG-250627-00228,univali_dataset,A
IMG-250627-00229.npy,IMG-250627-00229,univali_dataset,A
IMG-250627-00230.npy,IMG-250627-00230,univali_dataset,A
IMG-250627-00231.npy,IMG-250627-00231,univali_dataset,A
IMG-250627-00232.npy,IMG-250627-00232,univali_dataset,A
IMG-250627-00233.npy,IMG-250627-00233,univali_dataset,A
IMG-250627-00234.npy,IMG-250627-00234,univali_dataset,A
IMG-250627-00235.npy,IMG-250627-00235,univali_dataset,A
IMG-250627-00236.npy,IMG-250627-00236,univali_dataset,A
IMG-250627-00237.npy,IMG-250627-00237,univali_dataset,A
IMG-250627-00238.npy,IMG-250627-00238,univali_dataset,A
IMG-250627-00239.npy,IMG-250627-00239,univali_dataset,A
IMG-250627-00240.npy,IMG-250627-00240,univali_dataset,A
IMG-250627-00241.npy,IMG-250627-00241,univali_dataset,A
IMG-250627-00242.npy,IMG-250627-00242,univali_dataset,A
IMG-250627-00243.npy,IMG-250627-00243,univali_dataset,A
IMG-250627-00244.npy,IMG-250627-00244,univali_dataset,A
IMG-250627-00245.npy,IMG-250627-00245,univali_dataset,A
IMG-250627-00246.npy,IMG-250627-00246,univali_dataset,A
IMG-250627-00247.npy,IMG-250627-00247,univali_dataset,A
IMG-250627-00248.npy,IMG-250627-00248,univali_dataset,A
IMG-250627-00249.npy,IMG-250627-00249,univali_dataset,A
IMG-250627-00250.npy,IMG-250627-00250,univali_dataset,A
IMG-250627-00251.npy,IMG-250627-00251,univali_dataset,A
IMG-250627-00252.npy,IMG-250627-00252,univali_dataset,A
IMG-250627-00253.npy,IMG-250627-00253,univali_dataset,A
IMG-250627-00254.npy,IMG-250627-00254,univali_dataset,A
IMG-250627-00255.npy,IMG-250627-00255,univali_dataset,A
IMG-250627-00256.npy,IMG-250627-00256,univali_dataset,A
IMG-250627-00257.npy,IMG-250627-00257,univali_dataset,A
IMG-250627-00258.npy,IMG-250627-00258,univali_dataset,A
IMG-250627-00259.npy,IMG-250627-00259,univali_dataset,A
IMG-250627-00260.npy,IMG-250627-00260,univali_dataset,A
IMG-250627-00261.npy,IMG-250627-00261,univali_dataset,A
IMG-250627-00262.npy,IMG-250627-00262,univali_dataset,A
IMG-250627-00263.npy,IMG-250627-00263,univali_dataset,A
IMG-250627-00264.npy,IMG-250627-00264,univali_dataset,A
IMG-250627-00265.npy,IMG-250627-00265,univali_dataset,A
IMG-250627-00266.npy,IMG-250627-00266,univali_dataset,A
IMG-250627-00267.npy,IMG-250627-00267,univali_dataset,A
IMG-250627-00268.npy,IMG-250627-00268,univali_dataset,A
IMG-250627-00269.npy,IMG-250627-00269,univali_dataset,A
IMG-250627-00270.npy,IMG-250627-00270,univali_dataset,A
IMG-250627-00271.npy,IMG-250627-00271,univali_dataset,A
IMG-250627-00272.npy,IMG-250627-00272,univali_dataset,A
IMG-250627-00273.npy,IMG-250627-00273,univali_dataset,A
IMG-250627-00274.npy,IMG-250627-00274,univali_dataset,A
IMG-250627-00275.npy,IMG-250627-00275,univali_dataset,A
IMG-250627-00276.npy,IMG-250627-00276,univali_dataset,A
IMG-250627-00277.npy,IMG-250627-00277,univali_dataset,A
IMG-250627-00278.npy,IMG-250627-00278,univali_dataset,A
IMG-250627-00279.npy,IMG-250627-00279,univali_dataset,A
IMG-250627-00280.npy,IMG-250627-00280,univali_dataset,A
IMG-250627-00281.npy,IMG-250627-00281,univali_dataset,A
IMG-250627-00282.npy,IMG-250627-00282,univali_dataset,A
IMG-250627-00283.npy,IMG-250627-00283,univali_dataset,A
IMG-250627-00284.npy,IMG-250627-00284,univali_dataset,A
IMG-250627-00285.npy,IMG-250627-00285,univali_dataset,A
IMG-250627-00286.npy,IMG-250627-00286,univali_dataset,A
IMG-250627-00287.npy,IMG-250627-00287,univali_dataset,A
IMG-250627-00288.npy,IMG-250627-00288,univali_dataset,A
IMG-250627-00289.npy,IMG-250627-00289,univali_dataset,A
IMG-250627-00290.npy,IMG-250627-00290,univali_dataset,A
IMG-250627-00291.npy,IMG-250627-00291,univali_dataset,A
IMG-250627-00292.npy,IMG-250627-00292,univali_dataset,A
IMG-250627-00293.npy,IMG-250627-00293,univali_dataset,A
IMG-250627-00294.npy,IMG-250627-00294,univali_dataset,A
IMG-250627-00295.npy,IMG-250627-00295,univali_dataset,A
IMG-250627-00296.npy,IMG-250627-00296,univali_dataset,A
IMG-250627-00297.npy,IMG-250627-00297,univali_dataset,A
IMG-250627-00298.npy,IMG-250627-00298,univali_dataset,A
IMG-250627-00299.npy,IMG-250627-00299,univali_dataset,A
IMG-250627-00300.npy,IMG-250627-00300,univali_dataset,A
IMG-250627-00301.npy,IMG-250627-00301,univali_dataset,A
IMG-250627-00302.npy,IMG-250627-00302,univali_dataset,A
IMG-250627-00303.npy,IMG-250627-00303,univali_dataset,A
IMG-250627-00304.npy,IMG-250627-00304,univali_dataset,A
IMG-250627-00305.npy,IMG-250627-00305,univali_dataset,A
IMG-250627-00306.npy,IMG-250627-00306,univali_dataset,A
IMG-250627-00307.npy,IMG-250627-00307,univali_dataset,A
IMG-250627-00308.npy,IMG-250627-00308,univali_dataset,A
IMG-250627-00309.npy,IMG-250627-00309,univali_dataset,A
IMG-250627-00310.npy,IMG-250627-00310,univali_dataset,A
IMG-250627-00311.npy,IMG-250627-00311,univali_dataset,A
IMG-250627-00312.npy,IMG-250627-00312,univali_dataset,A
IMG-250627-00313.npy,IMG-250627-00313,univali_dataset,A
IMG-250627-00314.npy,IMG-250627-00314,univali_dataset,A
IMG-250627-00315.npy,IMG-250627-00315,univali_dataset,A
IMG-250627-00316.npy,IMG-250627-00316,univali_dataset,A
IMG-250627-00317.npy,IMG-250627-00317,univali_dataset,A
IMG-250627-00318.npy,IMG-250627-00318,univali_dataset,A
IMG-250627-00319.npy,IMG-250627-00319,univali_dataset,A
IMG-250627-00320.npy,IMG-250627-00320,univali_dataset,A
IMG-250627-00321.npy,IMG-250627-00321,univali_dataset,A
IMG-250627-00322.npy,IMG-250627-00322,univali_dataset,A
IMG-250627-00323.npy,IMG-250627-00323,univali_dataset,A
IMG-250627-00324.npy,IMG-250627-00324,univali_dataset,A
IMG-250627-00325.npy,IMG-250627-00325,univali_dataset,A
IMG-250627-00326.npy,IMG-250627-00326,univali_dataset,A
IMG-250627-00327.npy,IMG-250627-00327,univali_dataset,A
IMG-250627-00328.npy,IMG-250627-00328,univali_dataset,A
IMG-250627-00329.npy,IMG-250627-00329,univali_dataset,A
IMG-250627-00330.npy,IMG-250627-00330,univali_dataset,A
IMG-250627-00331.npy,IMG-250627-00331,univali_dataset,A
IMG-250627-00332.npy,IMG-250627-00332,univali_dataset,A
IMG-250627-00333.npy,IMG-250627-00333,univali_dataset,A
IMG-250627-00334.npy,IMG-250627-00334,univali_dataset,A
IMG-250627-00335.npy,IMG-250627-00335,univali_dataset,A
IMG-250627-00336.npy,IMG-250627-00336,univali_dataset,A
IMG-250627-00337.npy,IMG-250627-00337,univali_dataset,A
IMG-250627-00338.npy,IMG-250627-00338,univali_dataset,A
IMG-250627-00339.npy,IMG-250627-00339,univali_dataset,A
IMG-250627-00340.npy,IMG-250627-00340,univali_dataset,A
IMG-250627-00341.npy,IMG-250627-00341,univali_dataset,A
IMG-250627-00342.npy,IMG-250627-00342,univali_dataset,A
IMG-250627-00343.npy,IMG-250627-00343,univali_dataset,A
IMG-250627-00344.npy,IMG-250627-00344,univali_dataset,A
IMG-250627-00345.npy,IMG-250627-00345,univali_dataset,A
IMG-250627-00346.npy,IMG-250627-00346,univali_dataset,A
IMG-250627-00347.npy,IMG-250627-00347,univali_dataset,A
IMG-250627-00348.npy,IMG-250627-00348,univali_dataset,A
IMG-250627-00349.npy,IMG-250627-00349,univali_dataset,A
IMG-250627-00350.npy,IMG-250627-00350,univali_dataset,A
IMG-250627-00351.npy,IMG-250627-00351,univali_dataset,A
IMG-250627-00352.npy,IMG-250627-00352,univali_dataset,A
IMG-250627-00353.npy,IMG-250627-00353,univali_dataset,A
IMG-250627-00354.npy,IMG-250627-00354,univali_dataset,A
IMG-250627-00355.npy,IMG-250627-00355,univali_dataset,A
IMG-250627-00356.npy,IMG-250627-00356,univali_dataset,A
IMG-250627-00357.npy,IMG-250627-00357,univali_dataset,A
IMG-250627-00358.npy,IMG-250627-00358,univali_dataset,A
IMG-250627-00359.npy,IMG-250627-00359,univali_dataset,A
IMG-250627-00360.npy,IMG-250627-00360,univali_dataset,A
IMG-250627-00361.npy,IMG-250627-00361,univali_dataset,A
IMG-250627-00362.npy,IMG-250627-00362,univali_dataset,A
IMG-250627-00363.npy,IMG-250627-00363,univali_dataset,A
IMG-250627-00364.npy,IMG-250627-00364,univali_dataset,A
IMG-250627-00365.npy,IMG-250627-00365,univali_dataset,A
IMG-250627-00366.npy,IMG-250627-00366,univali_dataset,A
IMG-250627-00367.npy,IMG-250627-00367,univali_dataset,A
IMG-250627-00368.npy,IMG-250627-00368,univali_dataset,A
IMG-250627-00369.npy,IMG-250627-00369,univali_dataset,A
IMG-250627-00370.npy,IMG-250627-00370,univali_dataset,A
IMG-250627-00371.npy,IMG-250627-00371,univali_dataset,A
IMG-250627-00372.npy,IMG-250627-00372,univali_dataset,A
IMG-250627-00373.npy,IMG-250627-00373,univali_dataset,A
IMG-250627-00374.npy,IMG-250627-00374,univali_dataset,A
IMG-250627-00375.npy,IMG-250627-00375,univali_dataset,A
IMG-250627-00376.npy,IMG-250627-00376,univali_dataset,A
IMG-250627-00377.npy,IMG-250627-00377,univali_dataset,A
IMG-250627-00378.npy,IMG-250627-00378,univali_dataset,A
IMG-250627-00379.npy,IMG-250627-00379,univali_dataset,A
IMG-250627-00380.npy,IMG-250627-00380,univali_dataset,A
IMG-250627-00381.npy,IMG-250627-00381,univali_dataset,A
IMG-250627-00382.npy,IMG-250627-00382,univali_dataset,A
IMG-250627-00383.npy,IMG-250627-00383,univali_dataset,A
IMG-250627-00384.npy,IMG-250627-00384,univali_dataset,A
IMG-250627-00385.npy,IMG-250627-00385,univali_dataset,A
IMG-250627-00386.npy,IMG-250627-00386,univali_dataset,A
IMG-250627-00387.npy,IMG-250627-00387,univali_dataset,A
IMG-250627-00388.npy,IMG-250627-00388,univali_dataset,A
